date,standardized_s,threshold_type,threshold_val,weight_type
2020-02-04,1.5304070751813664e-6,wp,0,mixed_active
2020-02-05,1.6416302996507167e-6,wp,0,mixed_active
2020-02-06,1.7502250344914675e-6,wp,0,mixed_active
2020-02-07,1.8352325515576283e-6,wp,0,mixed_active
2020-02-08,1.8820536904785964e-6,wp,0,mixed_active
2020-02-09,1.998798407270086e-6,wp,0,mixed_active
2020-02-10,2.093577521358581e-6,wp,0,mixed_active
2020-02-11,1.9264689493616856e-6,wp,0,mixed_active
2020-02-12,1.3275941912225956e-6,wp,0,mixed_active
2020-02-13,1.4458035643096037e-6,wp,0,mixed_active
2020-02-14,1.5672679687475903e-6,wp,0,mixed_active
2020-02-15,1.614438465319966e-6,wp,0,mixed_active
2020-02-16,1.74705422481602e-6,wp,0,mixed_active
2020-02-17,1.2105205770326035e-6,wp,0,mixed_active
2020-02-18,1.1557783343263133e-6,wp,0,mixed_active
2020-02-19,1.6093823056195284e-6,wp,0,mixed_active
2020-02-20,2.3364189906936343e-6,wp,0,mixed_active
2020-02-21,3.9953971524245835e-6,wp,0,mixed_active
2020-02-22,4.872255430478168e-6,wp,0,mixed_active
2020-02-23,5.665090901692228e-6,wp,0,mixed_active
2020-02-24,9.027738304855571e-6,wp,0,mixed_active
2020-02-25,1.1074436993230418e-5,wp,0,mixed_active
2020-02-26,3.516261444774882e-5,wp,0,mixed_active
2020-02-27,4.4507172140786e-5,wp,0,mixed_active
2020-02-28,6.502145752104628e-5,wp,0,mixed_active
2020-02-29,6.550877953906578e-5,wp,0,mixed_active
2020-03-01,9.827934283829394e-5,wp,0,mixed_active
2020-03-02,1.700464905233831e-4,wp,0,mixed_active
2020-03-03,2.2384639117192844e-4,wp,0,mixed_active
2020-03-04,1.8896080623231833e-4,wp,0,mixed_active
2020-03-05,2.2795620869782023e-4,wp,0,mixed_active
2020-03-06,3.00421929323962e-4,wp,0,mixed_active
2020-03-07,3.8391302425206725e-4,wp,0,mixed_active
2020-03-08,4.3151811815857525e-4,wp,0,mixed_active
2020-03-09,4.513935971476211e-4,wp,0,mixed_active
2020-03-10,6.243118171349646e-4,wp,0,mixed_active
2020-03-11,8.048781584443335e-4,wp,0,mixed_active
2020-03-12,9.103128894506614e-4,wp,0,mixed_active
2020-03-13,0.001146210833346109,wp,0,mixed_active
2020-03-14,0.0012996161566009737,wp,0,mixed_active
2020-03-15,0.0015181257733164586,wp,0,mixed_active
2020-03-16,0.0016542263885432047,wp,0,mixed_active
2020-03-17,0.002161035519926508,wp,0,mixed_active
2020-03-18,0.0031660575691076303,wp,0,mixed_active
2020-03-19,0.004123696734401555,wp,0,mixed_active
2020-03-20,0.004642210926010718,wp,0,mixed_active
2020-03-21,0.005063043984738579,wp,0,mixed_active
2020-03-22,0.005772980397208177,wp,0,mixed_active
