date,standardized_s,threshold_type,threshold_val,weight_type
2020-02-04,4.989134499209556e-7,r,0.6,mixed_active
2020-02-05,4.4586238051838125e-7,r,0.6,mixed_active
2020-02-06,4.681583395499849e-7,r,0.6,mixed_active
2020-02-07,4.990263190999284e-7,r,0.6,mixed_active
2020-02-08,4.906292778277832e-7,r,0.6,mixed_active
2020-02-09,5.390709152122545e-7,r,0.6,mixed_active
2020-02-10,5.52789204947646e-7,r,0.6,mixed_active
2020-02-11,5.011349967139601e-7,r,0.6,mixed_active
2020-02-12,2.036992220978172e-7,r,0.6,mixed_active
2020-02-13,3.0278795298471414e-7,r,0.6,mixed_active
2020-02-14,3.400788952392697e-7,r,0.6,mixed_active
2020-02-15,5.747552866337793e-7,r,0.6,mixed_active
2020-02-16,6.89126542565635e-7,r,0.6,mixed_active
2020-02-17,6.5476872631066e-7,r,0.6,mixed_active
2020-02-18,9.7413755230757e-8,r,0.6,mixed_active
2020-02-19,1.4591794477648776e-7,r,0.6,mixed_active
2020-02-20,4.202625236013041e-7,r,0.6,mixed_active
2020-02-21,6.92786208276764e-7,r,0.6,mixed_active
2020-02-22,7.768183206744522e-7,r,0.6,mixed_active
2020-02-23,2.336127454523169e-6,r,0.6,mixed_active
2020-02-24,3.358737157576761e-6,r,0.6,mixed_active
2020-02-25,9.298221299006055e-7,r,0.6,mixed_active
2020-02-26,2.216835379393113e-6,r,0.6,mixed_active
2020-02-27,1.8707064997282793e-5,r,0.6,mixed_active
2020-02-28,1.7029704107963854e-5,r,0.6,mixed_active
2020-02-29,4.585733190776549e-5,r,0.6,mixed_active
2020-03-01,3.9644084032432144e-5,r,0.6,mixed_active
2020-03-02,5.984041887867557e-5,r,0.6,mixed_active
2020-03-03,7.738863622338256e-5,r,0.6,mixed_active
2020-03-04,8.241547853993218e-5,r,0.6,mixed_active
2020-03-05,9.594226076974378e-5,r,0.6,mixed_active
2020-03-06,1.372623500289113e-4,r,0.6,mixed_active
2020-03-07,1.3554359131960273e-4,r,0.6,mixed_active
2020-03-08,1.2182647904588382e-4,r,0.6,mixed_active
2020-03-09,1.150360171498514e-4,r,0.6,mixed_active
2020-03-10,1.4414868535664072e-4,r,0.6,mixed_active
2020-03-11,1.380655296975498e-4,r,0.6,mixed_active
2020-03-12,9.216338045599595e-5,r,0.6,mixed_active
2020-03-13,1.785304936353742e-4,r,0.6,mixed_active
2020-03-14,1.7568458554268832e-4,r,0.6,mixed_active
2020-03-15,2.8220508233660753e-4,r,0.6,mixed_active
2020-03-16,5.62772694117557e-4,r,0.6,mixed_active
2020-03-17,7.696916275018103e-4,r,0.6,mixed_active
2020-03-18,0.0013447740080067094,r,0.6,mixed_active
2020-03-19,0.001886058809010216,r,0.6,mixed_active
2020-03-20,0.001965380095954401,r,0.6,mixed_active
2020-03-21,0.001204970264607958,r,0.6,mixed_active
2020-03-22,0.0017484512407913901,r,0.6,mixed_active
2020-03-23,0.0024456278418177966,r,0.6,mixed_active
2020-03-24,0.0023486045832874264,r,0.6,mixed_active
2020-03-25,0.0025064730077311017,r,0.6,mixed_active
2020-03-26,0.0022017870921402626,r,0.6,mixed_active
2020-03-27,0.0029266507444704742,r,0.6,mixed_active
2020-03-28,0.0029393083659336587,r,0.6,mixed_active
2020-03-29,0.003390072569563195,r,0.6,mixed_active
2020-03-30,0.002946840746512829,r,0.6,mixed_active
2020-03-31,0.006485754996457674,r,0.6,mixed_active
2020-04-01,0.006791243800953082,r,0.6,mixed_active
2020-04-02,0.008094863843233987,r,0.6,mixed_active
2020-04-03,0.005252003212657939,r,0.6,mixed_active
2020-04-04,0.0034193106932442797,r,0.6,mixed_active
2020-04-05,0.00391126823512805,r,0.6,mixed_active
2020-04-06,0.010239545008040009,r,0.6,mixed_active
2020-04-07,0.010583975418233254,r,0.6,mixed_active
2020-04-08,0.01233711126448415,r,0.6,mixed_active
2020-04-09,0.01539683428090797,r,0.6,mixed_active
2020-04-10,0.03241783175592674,r,0.6,mixed_active
2020-04-11,0.033493195387428086,r,0.6,mixed_active
2020-04-12,0.03687030233134283,r,0.6,mixed_active
2020-04-13,0.012413709453290112,r,0.6,mixed_active
2020-04-14,0.006888277145477897,r,0.6,mixed_active
2020-04-15,0.028535094572722526,r,0.6,mixed_active
2020-04-16,0.0032019426876709035,r,0.6,mixed_active
2020-04-17,0.003174052952102918,r,0.6,mixed_active
2020-04-18,0.003314600530035102,r,0.6,mixed_active
2020-04-19,0.0032516782136833007,r,0.6,mixed_active
2020-04-20,0.002239556157297996,r,0.6,mixed_active
2020-04-21,0.004333313999473782,r,0.6,mixed_active
2020-04-22,0.0038026231679466377,r,0.6,mixed_active
2020-04-23,0.004538898464431141,r,0.6,mixed_active
2020-04-24,0.004898368657661643,r,0.6,mixed_active
2020-04-25,0.003639861405493633,r,0.6,mixed_active
2020-04-26,0.0040607136357640305,r,0.6,mixed_active
2020-04-27,0.006775432478450447,r,0.6,mixed_active
2020-04-28,0.00409296714158659,r,0.6,mixed_active
2020-04-29,0.0046454105765957425,r,0.6,mixed_active
2020-04-30,0.007414097140225558,r,0.6,mixed_active
2020-05-01,0.001167891346008073,r,0.6,mixed_active
2020-05-02,0.0016026759914854634,r,0.6,mixed_active
2020-05-03,9.730888646921977e-4,r,0.6,mixed_active
2020-05-04,0.001047370733101126,r,0.6,mixed_active
2020-05-05,4.8511765974366017e-4,r,0.6,mixed_active
