date,WHO_region_name,threshold_val,threshold_type,need_standardize,final_contrbX,weight_type,risk_type
2020-02-04,Africa,0.4,r,TRUE,0,mixed_active,risk_contribution
2020-02-04,America,0.4,r,TRUE,0.05047300891741864,mixed_active,risk_contribution
2020-02-04,Asia,0.4,r,TRUE,0.7927109650216301,mixed_active,risk_contribution
2020-02-04,Eastern Mediterranean,0.4,r,TRUE,0.011199978730778644,mixed_active,risk_contribution
2020-02-04,Europe,0.4,r,TRUE,0.14561604733017267,mixed_active,risk_contribution
2020-02-05,Africa,0.4,r,TRUE,0,mixed_active,risk_contribution
2020-02-05,America,0.4,r,TRUE,0.04436345760093936,mixed_active,risk_contribution
2020-02-05,Asia,0.4,r,TRUE,0.8079241760285821,mixed_active,risk_contribution
2020-02-05,Eastern Mediterranean,0.4,r,TRUE,0.010549785100775304,mixed_active,risk_contribution
2020-02-05,Europe,0.4,r,TRUE,0.13716258126970313,mixed_active,risk_contribution
2020-02-06,Africa,0.4,r,TRUE,0,mixed_active,risk_contribution
2020-02-06,America,0.4,r,TRUE,0.06322604500542985,mixed_active,risk_contribution
2020-02-06,Asia,0.4,r,TRUE,0.7769988393817114,mixed_active,risk_contribution
2020-02-06,Eastern Mediterranean,0.4,r,TRUE,0.010739552929360045,mixed_active,risk_contribution
2020-02-06,Europe,0.4,r,TRUE,0.1490355626834987,mixed_active,risk_contribution
2020-02-07,Africa,0.4,r,TRUE,0,mixed_active,risk_contribution
2020-02-07,America,0.4,r,TRUE,0.055173311963704175,mixed_active,risk_contribution
2020-02-07,Asia,0.4,r,TRUE,0.8195115297971489,mixed_active,risk_contribution
2020-02-07,Eastern Mediterranean,0.4,r,TRUE,0,mixed_active,risk_contribution
2020-02-07,Europe,0.4,r,TRUE,0.12531515823914682,mixed_active,risk_contribution
2020-02-08,Africa,0.4,r,TRUE,0,mixed_active,risk_contribution
2020-02-08,America,0.4,r,TRUE,0.04581276360017685,mixed_active,risk_contribution
