date,num_edge,edge_density,CC_global,assortativity,threshold_val,threshold_type
2020-02-04,44,0.15942028985507245,0.6071428571428571,0.3131923464249743,0.4,r
2020-02-05,43,0.15579710144927536,0.6415094339622641,0.3452963567156065,0.4,r
2020-02-06,41,0.14855072463768115,0.6241610738255033,0.30034129692832734,0.4,r
2020-02-07,40,0.14492753623188406,0.6387096774193548,0.4727085478887741,0.4,r
2020-02-08,42,0.1660079051383399,0.6111111111111112,0.509225092250922,0.4,r
2020-02-09,40,0.15810276679841898,0.5704225352112676,0.4675186368477104,0.4,r
2020-02-10,39,0.1541501976284585,0.5639097744360902,0.33665689149560135,0.4,r
2020-02-11,29,0.1380952380952381,0.5357142857142857,0.10671067106710674,0.4,r
2020-02-12,29,0.1380952380952381,0.5581395348837209,0.15339702760084875,0.4,r
2020-02-13,28,0.14736842105263157,0.5517241379310345,0.5049401976079039,0.4,r
2020-02-14,24,0.11428571428571428,0.559322033898305,0.2488822652757072,0.4,r
2020-02-15,23,0.13450292397660818,0.5294117647058824,0.4995648389904266,0.4,r
2020-02-16,22,0.1286549707602339,0.5409836065573771,0.6178067318132459,0.4,r
2020-02-17,22,0.14379084967320263,0.532258064516129,0.5707317073170723,0.4,r
2020-02-18,16,0.1045751633986928,0.5769230769230769,-0.3023255813953488,0.4,r
2020-02-19,15,0.11029411764705882,0.5217391304347826,0.06249999999999958,0.4,r
2020-02-20,17,0.125,0.41379310344827586,-0.030303030303030273,0.4,r
2020-02-21,26,0.15204678362573099,0.7674418604651163,0.5043050430504303,0.4,r
2020-02-22,27,0.15789473684210525,0.6923076923076923,0.5531914893617024,0.4,r
2020-02-23,27,0.14210526315789473,0.5294117647058824,-0.12661870503597192,0.4,r
2020-02-24,56,0.2213438735177866,0.6072507552870091,0.37253126591590774,0.4,r
2020-02-25,64,0.18233618233618232,0.6435331230283912,0.22591792656587473,0.4,r
2020-02-26,194,0.261808367071525,0.8924050632911392,0.7893258740634039,0.4,r
2020-02-27,227,0.25138427464008856,0.7239747634069401,0.3715558503985029,0.4,r
2020-02-28,232,0.23434343434343435,0.6976461038961039,0.2911377163105917,0.4,r
2020-02-29,253,0.21513605442176872,0.6157303370786517,0.2639452965316601,0.4,r
2020-03-01,308,0.2,0.6627615062761506,0.442200451530163,0.4,r
2020-03-02,479,0.216644052464948,0.7469849246231156,0.5374659072081914,0.4,r
2020-03-03,514,0.206841046277666,0.7408112287379565,0.5772923577476151,0.4,r
2020-03-04,561,0.19172932330827067,0.6815362854966815,0.5295934872677046,0.4,r
2020-03-05,631,0.19000301114122253,0.6370349332575973,0.27345257703638237,0.4,r
2020-03-06,708,0.1892542101042502,0.6269493177387915,0.2511400278465347,0.4,r
2020-03-07,774,0.17707618393960192,0.6106572734767294,0.1745214097672148,0.4,r
2020-03-08,761,0.15687487116058543,0.5771948347275238,0.2314029727431273,0.4,r
2020-03-09,783,0.15504950495049505,0.545159294772657,0.3727360513189008,0.4,r
2020-03-10,911,0.16684981684981684,0.5846323326907188,0.5640386454946933,0.4,r
2020-03-11,1014,0.16914095079232694,0.606797497155859,0.4101629783967092,0.4,r
2020-03-12,1079,0.17051201011378003,0.5929661236100336,0.4190176828817671,0.4,r
2020-03-13,1676,0.2197744558090742,0.6667235291107282,0.5638732037423506,0.4,r
2020-03-14,1713,0.19812630117973629,0.6680302946542097,0.609430193838099,0.4,r
2020-03-15,1924,0.2006047336044208,0.6414773183460457,0.46865216845379115,0.4,r
2020-03-16,2044,0.1904761904761905,0.6087471008661902,0.34993422052375517,0.4,r
2020-03-17,2352,0.2162162162162162,0.627240426371891,0.5011063520191532,0.4,r
2020-03-18,3190,0.2672811059907834,0.6894821929532595,0.5462839297631715,0.4,r
2020-03-19,3065,0.23214420964932214,0.6320772782399625,0.5705926774727962,0.4,r
2020-03-20,2948,0.22328258729076725,0.6007110120542442,0.4947282976893737,0.4,r
2020-03-21,2742,0.20768007271074757,0.564194893513811,0.483186097798687,0.4,r
2020-03-22,2488,0.1884420207528592,0.5436755233025429,0.48638010922042896,0.4,r
2020-03-23,2292,0.17147987430794553,0.5341060636154698,0.4835686432450067,0.4,r
2020-03-24,2203,0.1648211880891815,0.513734144007901,0.4613680215210901,0.4,r
2020-03-25,2112,0.15801286847224302,0.4913137335526316,0.41612559113531694,0.4,r
2020-03-26,2008,0.15023193176717042,0.4612019341469031,0.40579795479297287,0.4,r
2020-03-27,1929,0.14610315837309704,0.45198975448241396,0.40542707524411853,0.4,r
2020-03-28,1894,0.14345224570173445,0.4477171051223323,0.3822840020669424,0.4,r
2020-03-29,1870,0.14163447701280013,0.4319470490899062,0.3475097494937111,0.4,r
2020-03-30,1775,0.13443914261910173,0.4272005860090343,0.35709031765829136,0.4,r
2020-03-31,1715,0.12989472089676588,0.4056902284672316,0.22345059860109448,0.4,r
2020-04-01,1650,0.1249715973642354,0.40436153441933786,0.2246036551408208,0.4,r
2020-04-02,1689,0.12636540475834207,0.4087714842096351,0.24987708963086366,0.4,r
2020-04-03,1751,0.1310040401017507,0.4177126374054728,0.25668118806582135,0.4,r
2020-04-04,1705,0.12756247194373785,0.40513272872619016,0.25605858873361753,0.4,r
2020-04-05,1628,0.12180158611402066,0.39526143299558014,0.2252919110860958,0.4,r
2020-04-06,1605,0.12008080203501421,0.3907939735650245,0.2361873848974197,0.4,r
2020-04-07,1664,0.12449498728116115,0.40378494623655914,0.19531340125084046,0.4,r
2020-04-08,1670,0.12494388747568458,0.4001815654344804,0.19118204554010693,0.4,r
2020-04-09,1617,0.12097860242406104,0.3894800301431801,0.14969795048803952,0.4,r
2020-04-10,1606,0.12015561873410145,0.38836148440389595,0.18162494425151357,0.4,r
2020-04-11,1671,0.12501870417477182,0.39814285714285713,0.19815610044199106,0.4,r
2020-04-12,1633,0.12217566960945683,0.3941534060432684,0.21543991923425843,0.4,r
2020-04-13,1572,0.11761185096513542,0.38190051061369984,0.24469950939005652,0.4,r
2020-04-14,1552,0.11611551698339069,0.38342654796968595,0.26502894271149696,0.4,r
2020-04-15,1541,0.1152925332934311,0.3930339991358968,0.28743397810935717,0.4,r
2020-04-16,1549,0.11589106688612899,0.40211362368308773,0.2375639772114561,0.4,r
2020-04-17,1530,0.11732229123533472,0.4129800358161438,0.22728947365121702,0.4,r
2020-04-18,1568,0.12173913043478261,0.4100391958528259,0.21012078246371171,0.4,r
2020-04-19,1477,0.11467391304347826,0.4005078320577927,0.1605811384689822,0.4,r
2020-04-20,1434,0.11273584905660378,0.3921531318974047,0.20383264263070464,0.4,r
2020-04-21,1390,0.11065997930101107,0.38515845000594934,0.21494749751371123,0.4,r
2020-04-22,1406,0.1119337632354112,0.38462144799590114,0.2179081595353702,0.4,r
2020-04-23,1340,0.10803837781181973,0.3625707888844989,0.19769551966608767,0.4,r
2020-04-24,1345,0.10844150608723696,0.3594493983204917,0.2473116999544729,0.4,r
2020-04-25,1336,0.10909684795035113,0.36205335976897546,0.2502963072250476,0.4,r
2020-04-26,1292,0.10825303728529535,0.36168028004667446,0.16560714814313177,0.4,r
2020-04-27,1336,0.11050454921422663,0.3657606313020605,0.15410028134702763,0.4,r
2020-04-28,1327,0.11118558860494343,0.35329447880055165,0.1276939783456871,0.4,r
2020-04-29,1353,0.1119106699751861,0.35812951463692816,0.19424381048501496,0.4,r
2020-04-30,1361,0.11113833088355381,0.3582579423521986,0.15613522840032296,0.4,r
2020-05-01,1406,0.11481300016331862,0.36228209191759114,0.11458232178222236,0.4,r
2020-05-02,1387,0.11326147313408459,0.3623430621229415,0.12377647444497607,0.4,r
2020-05-03,1390,0.1120696605659921,0.35647546311342215,0.17174363497345127,0.4,r
2020-05-04,1366,0.11154662747019434,0.3584503510531595,0.13894130683943032,0.4,r
2020-05-05,1364,0.11282051282051281,0.36190714553873105,0.16899592036600272,0.4,r
2020-05-06,1382,0.11285317654744406,0.3526171922810167,0.13453107928186156,0.4,r
2020-05-07,1322,0.11076665270213658,0.3449325218311723,0.1536987206178927,0.4,r
2020-05-08,1283,0.10890416772769715,0.34079579025110784,0.17898044163383098,0.4,r
2020-05-09,1228,0.10423563364739835,0.34920715851730993,0.22143471762761588,0.4,r
2020-05-10,1268,0.10624214495182235,0.35698658803386285,0.2097508325138871,0.4,r
2020-05-11,1240,0.10525422290128172,0.3404371044303797,0.18272571109491403,0.4,r
2020-05-12,1223,0.10657023353084698,0.3517189835575486,0.21696760760597467,0.4,r
2020-05-13,1189,0.103607528755664,0.3451114556048538,0.23482625610843505,0.4,r
2020-05-14,1181,0.10291042174973858,0.35331940202539786,0.22746127114997766,0.4,r
2020-05-15,1145,0.09977344022307424,0.36041678528725163,0.2857321449502088,0.4,r
2020-05-16,1161,0.10116765423492506,0.34502338009352035,0.2707115043116616,0.4,r
2020-05-17,1166,0.10160334611362845,0.3528536800352578,0.2973555942299604,0.4,r
2020-05-18,1180,0.10282328337399792,0.36327680554803055,0.22605800525071842,0.4,r
2020-05-19,1190,0.10648769574944073,0.3596308269892585,0.29194435517351075,0.4,r
2020-05-20,1161,0.10672917815774959,0.35883354385194133,0.2709432285366259,0.4,r
2020-05-21,1235,0.1105145413870246,0.38699913519746326,0.4160265224816581,0.4,r
2020-05-22,1327,0.12198933627505056,0.4419574367648794,0.48706856915441366,0.4,r
2020-05-23,1353,0.12437948152233866,0.439298697364435,0.44671386292732934,0.4,r
2020-05-24,1336,0.1211681480137856,0.4333542911034266,0.43067615418425664,0.4,r
2020-05-25,1310,0.12042654899797756,0.4205641566020913,0.4323678452188933,0.4,r
2020-05-26,1269,0.11509160166878288,0.4112310272176119,0.42170956281049954,0.4,r
2020-05-27,1284,0.11645202249229096,0.41140118552150334,0.413317595547215,0.4,r
2020-05-28,1278,0.11436241610738254,0.3992448667911081,0.40025735007408714,0.4,r
2020-05-29,1265,0.11319910514541387,0.3951781970649895,0.4011628304446277,0.4,r
2020-05-30,1280,0.1145413870246085,0.39963340295835287,0.4002195254208156,0.4,r
2020-05-31,1338,0.11814569536423841,0.40784313725490196,0.34626908373306214,0.4,r
2020-06-01,1311,0.11423841059602649,0.43198110471139106,0.45804499094897877,0.4,r
2020-06-02,1311,0.11423841059602649,0.4258400926998841,0.4916272886123626,0.4,r
2020-06-03,1289,0.11232136632973161,0.41886694611295966,0.44930682570762503,0.4,r
2020-06-04,1240,0.10805158591843847,0.3795749704840614,0.23446660633029506,0.4,r
2020-06-05,1234,0.10752875566399442,0.36116650049850446,0.10801497997847069,0.4,r
2020-06-06,1215,0.10587312652492158,0.3512988341174064,0.15808205180850016,0.4,r
2020-06-07,1197,0.1056953642384106,0.35797847449695835,0.14695821991638272,0.4,r
2020-06-08,1150,0.10429892980228551,0.3516618335935757,0.14409443479554465,0.4,r
2020-06-09,1182,0.10720116089243606,0.36166825851639606,0.14590794876016625,0.4,r
2020-06-10,1147,0.10263982102908277,0.3450008565065951,0.12110475853294021,0.4,r
2020-06-11,1175,0.10514541387024608,0.35817242317106335,0.12254122795849984,0.4,r
2020-06-12,1162,0.10538726646109196,0.3559604488390179,0.1469260339923311,0.4,r
2020-06-13,1153,0.1018101545253863,0.3520119054433061,0.14206482701913842,0.4,r
2020-06-14,1100,0.09843400447427293,0.33544776119402986,0.2144345383886856,0.4,r
2020-06-15,1189,0.10498896247240617,0.343939954543052,0.1828206118444324,0.4,r
2020-06-16,1217,0.10604740327640293,0.35703387244430884,0.2330539440847917,0.4,r
2020-06-17,1190,0.10369466713140467,0.35443833464257657,0.2582462576985575,0.4,r
2020-06-18,1181,0.10291042174973858,0.3518351303978329,0.2672376176566963,0.4,r
2020-06-19,1202,0.10474032764029279,0.3595985589294905,0.2546356746591471,0.4,r
2020-06-20,1143,0.10228187919463087,0.360114535960923,0.2589005445894953,0.4,r
2020-06-21,1165,0.10286975717439294,0.3571543537743441,0.30557947668407065,0.4,r
2020-06-22,1200,0.10456605088881143,0.3698858470552581,0.3004894953027587,0.4,r
2020-06-23,1220,0.10772626931567328,0.37263556116015134,0.39540071200761956,0.4,r
2020-06-24,1180,0.10559284116331095,0.361147191770146,0.3328713694929185,0.4,r
2020-06-25,1198,0.10578366445916115,0.3636638452237001,0.362843651366722,0.4,r
2020-06-26,1165,0.10286975717439294,0.365520165350575,0.35445171390225144,0.4,r
2020-06-27,1169,0.10186476124085048,0.371456030754445,0.32263825280987246,0.4,r
2020-06-28,1199,0.10311317509459923,0.3710067390297855,0.31112711371232316,0.4,r
2020-06-29,1216,0.10457516339869281,0.3613674179397973,0.2317232475590352,0.4,r
2020-06-30,1254,0.10927152317880795,0.3820401368722834,0.2798991974969262,0.4,r
2020-07-01,1244,0.10840013942140118,0.3818541548897682,0.3068312593009633,0.4,r
2020-07-02,1254,0.11072847682119205,0.36996101811511123,0.23510573155688758,0.4,r
2020-07-03,1286,0.1105951152390781,0.3862849533954727,0.2890768095163396,0.4,r
2020-07-04,1307,0.11388985709306378,0.38958715010012357,0.25994971662140454,0.4,r
2020-07-05,1261,0.10988149180899268,0.3787878787878788,0.17228928827726353,0.4,r
2020-07-06,1284,0.11042311661506708,0.36943171402383135,0.17708163782499542,0.4,r
2020-07-07,1344,0.1140819964349376,0.3694804377909171,0.20476840518184775,0.4,r
2020-07-08,1347,0.11286133221617091,0.38327410957772085,0.2185067707865346,0.4,r
2020-07-09,1359,0.11097501224889761,0.3804257442208548,0.19085702222262013,0.4,r
2020-07-10,1353,0.11048505634492894,0.37819249318515413,0.19624457618669178,0.4,r
2020-07-11,1365,0.11146496815286625,0.38399412628487517,0.19118585946609593,0.4,r
2020-07-12,1371,0.11339950372208436,0.39257882036472963,0.2343528660442909,0.4,r
2020-07-13,1422,0.11464968152866242,0.394748670312383,0.26183552553267425,0.4,r
2020-07-14,1435,0.11424249661651144,0.39644162267911853,0.2907713528660694,0.4,r
2020-07-15,1509,0.12013374731311202,0.395655390409577,0.2694004752352749,0.4,r
2020-07-16,1461,0.11485849056603774,0.38212595558791407,0.263042473599513,0.4,r
2020-07-17,1480,0.11635220125786164,0.3916967509025271,0.23620276145112917,0.4,r
2020-07-18,1551,0.12193396226415094,0.39999351344338857,0.19339261539165137,0.4,r
2020-07-19,1512,0.11886792452830187,0.4124010818391265,0.26143539934006094,0.4,r
2020-07-20,1468,0.11540880503144654,0.38472812545800966,0.20005981304382436,0.4,r
2020-07-21,1498,0.11776729559748429,0.3987559509330368,0.30469155827628847,0.4,r
2020-07-22,1467,0.11533018867924527,0.3993229372996723,0.3305235721581637,0.4,r
2020-07-23,1481,0.1164308176100629,0.3984683623258715,0.31656752917571845,0.4,r
2020-07-24,1471,0.11710851046891171,0.40291849649019673,0.38732345684473307,0.4,r
2020-07-25,1492,0.11878035188281189,0.40600438522516447,0.39154553185032787,0.4,r
2020-07-26,1463,0.11647161850171164,0.40021556220012516,0.3467217450607955,0.4,r
2020-07-27,1403,0.11169492874771116,0.38667699457784666,0.33862370753259924,0.4,r
2020-07-28,1375,0.10809748427672956,0.38630797028709096,0.33638308743035567,0.4,r
2020-07-29,1393,0.11231153753124244,0.38425492033739456,0.3665843843416318,0.4,r
2020-07-30,1352,0.10900588567282109,0.37903787103377684,0.35195599548613715,0.4,r
